列车名称,总车厢数,识别正确数,参与统计数,准确率(%),统计时间
20250924125617,11,11,11,100.00,2025-09-24 15:46:24
20250924162859,48,48,48,100.00,2025-09-24 19:45:04
20250925001101,38,31,33,93.94,2025-09-25 14:54:43
20250924215552,47,44,47,93.62,2025-09-25 14:54:44
20250924194840,47,46,47,97.87,2025-09-25 14:54:46
20250925114354,48,48,48,100.00,2025-09-25 14:54:07
20250925185036,51,48,51,94.12,2025-09-25 19:49:48
20250925200827,24,24,24,100.00,2025-11-24 09:06:04
20250925205512,6,6,6,100.00,2025-09-26 11:00:49
20250925231648,4,4,4,100.00,2025-09-26 09:29:02
20250925224427,48,48,48,100.00,2025-11-24 09:05:50
20250926101251,52,52,52,100.00,2025-09-26 11:05:00
20250926111154,49,49,49,100.00,2025-11-21 19:53:26
20250926144814,52,52,52,100.00,2025-09-26 15:09:04
20250928070141,53,53,53,100.00,2025-11-21 19:51:30
20250927215052,49,49,49,100.00,2025-11-21 19:51:48
20250927101650,53,53,53,100.00,2025-09-28 13:44:08
20250927043143,13,13,13,100.00,2025-09-28 13:44:33
20250927031915,51,46,46,100.00,2025-11-21 19:52:17
20250926172747,5,5,5,100.00,2025-09-28 13:44:37
20250929133215,33,32,32,100.00,2025-09-29 21:10:11
20250929104451,1,1,1,100.00,2025-09-29 21:10:12
20250928204823,2,1,2,50.00,2025-09-29 21:10:21
20250928193609,13,12,13,92.31,2025-09-29 15:14:15
20250928170729,6,6,6,100.00,2025-09-29 15:14:17
20250929184648,23,22,23,95.65,2025-09-29 21:10:06
20250929171324,54,54,54,100.00,2025-09-29 21:10:06
20250929154345,51,51,51,100.00,2025-09-29 21:10:06
20250930075115,12,9,9,100.00,2025-09-30 09:45:02
20250930063905,54,54,54,100.00,2025-09-30 09:45:02
20250930032048,43,43,43,100.00,2025-09-30 09:45:02
20251007044903,42,15,42,35.71,2025-10-15 15:34:30
20251007032055,47,40,47,85.11,2025-10-15 15:34:30
20251007020429,54,47,54,87.04,2025-10-15 15:34:31
20251005190306,47,0,47,0.00,2025-10-08 11:57:38
20251005152002,20,0,20,0.00,2025-10-08 11:57:38
20251005140258,55,0,55,0.00,2025-10-08 11:57:38
20251005044707,9,0,9,0.00,2025-10-08 11:57:38
20251005031824,51,0,51,0.00,2025-10-08 11:57:38
20251004193106,48,0,42,0.00,2025-10-08 11:57:38
20251004174113,53,0,53,0.00,2025-10-08 11:57:38
20251004155126,44,0,44,0.00,2025-10-08 11:57:38
20251004144534,0,0,0,0.00,2025-10-08 11:57:38
20251004143058,53,0,53,0.00,2025-10-08 11:57:38
20251004111228,45,0,45,0.00,2025-10-08 11:57:38
20251004065610,53,0,53,0.00,2025-10-08 11:57:38
20251004052457,39,0,39,0.00,2025-10-08 11:57:38
20251004033225,49,0,49,0.00,2025-10-08 11:57:38
20251003221756,42,0,42,0.00,2025-10-08 11:57:39
20251003182104,45,0,45,0.00,2025-10-08 11:57:39
20251003030758,2,0,2,0.00,2025-10-08 11:57:39
20251002232228,22,0,22,0.00,2025-10-08 11:57:39
20251002131520,3,0,3,0.00,2025-10-08 11:57:39
20251002124507,49,0,49,0.00,2025-10-08 11:57:39
20251002111846,47,0,47,0.00,2025-10-08 11:57:39
20251002070901,23,0,23,0.00,2025-10-08 11:57:39
20251002013206,32,0,31,0.00,2025-10-08 11:57:39
20251001212401,50,0,50,0.00,2025-10-08 11:57:39
20251001170622,52,0,52,0.00,2025-10-08 11:57:39
20251001113740,52,38,45,84.44,2025-10-08 11:57:39
20250930214242,53,52,53,98.11,2025-10-08 11:57:39
20250930125541,0,0,0,0.00,2025-10-08 11:57:39
20251010044542,53,48,53,90.57,2025-10-11 16:03:17
20251009223959,29,28,28,100.00,2025-10-11 16:03:18
20251009213845,51,41,51,80.39,2025-10-15 15:34:29
20251009170751,0,0,0,0.00,2025-10-10 10:13:22
20251011044046,49,42,49,85.71,2025-10-15 15:34:25
20251011024712,50,50,50,100.00,2025-10-15 15:34:26
20251011013110,55,49,55,89.09,2025-10-11 17:01:55
20251010203105,52,44,52,84.62,2025-10-11 17:01:56
20251010185244,24,23,24,95.83,2025-10-11 17:02:00
20251010171012,51,44,51,86.27,2025-10-11 17:02:01
20251010113149,52,52,52,100.00,2025-10-15 15:34:27
20251011122338,0,0,0,0.00,2025-10-11 12:42:07
20251011114412,39,39,39,100.00,2025-10-12 14:03:09
20251011103804,54,48,54,88.89,2025-10-12 14:03:10
20251011101505,49,49,49,100.00,2025-10-12 14:03:11
20251011135147,49,49,49,100.00,2025-10-12 14:03:07
20251011150141,49,49,49,100.00,2025-10-12 14:03:04
20251012134303,48,48,48,100.00,2025-10-12 14:02:52
20251012122806,52,37,52,71.15,2025-10-12 14:02:52
20251012105837,8,8,8,100.00,2025-10-12 14:02:52
20251012095329,50,48,50,96.00,2025-10-12 14:02:53
20251012063115,52,49,51,96.08,2025-10-12 14:02:53
20251012051333,26,25,26,96.15,2025-10-12 14:02:53
20251012045702,25,24,25,96.00,2025-10-12 14:02:53
20251011213230,53,49,53,92.45,2025-10-12 14:02:53
20251011185455,50,38,50,76.00,2025-10-12 14:02:54
20251013073554,29,29,29,100.00,2025-10-13 08:16:32
20251013063141,51,45,49,91.84,2025-10-13 08:16:33
20251013050838,19,19,19,100.00,2025-10-13 08:16:33
20251013093233,52,52,52,100.00,2025-10-13 11:17:26
20251014071105,53,52,53,98.11,2025-10-14 10:38:32
20251013224500,18,18,18,100.00,2025-10-14 10:38:32
20251013173217,50,50,50,100.00,2025-10-14 10:38:33
20251014103420,51,51,51,100.00,2025-10-14 16:16:57
20251014233147,50,49,50,98.00,2025-10-15 10:43:14
20251015105100,43,43,43,100.00,2025-10-15 11:16:38
20251015121229,41,41,41,100.00,2025-10-15 14:58:36
20251015171330,15,14,14,100.00,2025-10-15 19:54:21
20251015213205,14,13,14,92.86,2025-10-16 12:47:21
20251017151708,9,9,9,100.00,2025-10-18 21:09:40
20251017145941,47,47,47,100.00,2025-10-18 21:09:41
20251017131238,23,23,23,100.00,2025-10-20 14:06:08
20251017034427,52,40,52,76.92,2025-10-20 14:06:09
20251016213824,51,50,51,98.04,2025-10-20 14:06:10
20251016174355,52,52,52,100.00,2025-10-17 16:57:43
20251018202249,4,4,4,100.00,2025-10-18 21:09:33
20251018144905,53,53,53,100.00,2025-10-18 21:09:34
20251018115523,55,48,55,87.27,2025-10-18 21:09:34
20251018043109,51,49,51,96.08,2025-10-18 21:09:34
20251018004420,5,4,5,80.00,2025-10-18 21:09:34
20251017211404,21,18,18,100.00,2025-10-18 21:09:34
20251017171808,41,41,41,100.00,2025-10-18 21:09:34
20251019141541,53,52,53,98.11,2025-10-19 16:16:57
20251019105424,13,13,13,100.00,2025-10-19 16:16:58
20251019071501,47,45,45,100.00,2025-10-19 16:16:58
20251019055303,1,0,1,0.00,2025-10-19 16:16:58
20251018223623,52,38,52,73.08,2025-10-19 16:16:58
20251019210049,24,23,24,95.83,2025-10-19 21:32:36
20251019194131,47,40,47,85.11,2025-10-19 21:09:58
20251020050240,26,26,26,100.00,2025-10-20 08:44:44
20251020015551,12,12,12,100.00,2025-10-20 08:44:45
20251020013536,51,51,51,100.00,2025-10-20 08:44:45
20251020102121,1,1,1,100.00,2025-10-20 14:04:36
20251021020138,41,41,41,100.00,2025-10-21 15:18:16
20251020222621,0,0,0,0.00,2025-10-21 15:18:16
20251020205904,54,53,53,100.00,2025-10-21 15:18:17
20251020174638,42,41,42,97.62,2025-10-21 15:18:17
20251021170249,51,48,48,100.00,2025-10-21 17:33:46
20251021190037,10,6,6,100.00,2025-10-22 14:17:36
20251022140454,45,45,45,100.00,2025-10-23 13:04:33
20251022065258,5,5,5,100.00,2025-10-22 14:16:58
20251022011908,25,25,25,100.00,2025-10-22 14:16:58
20251021204817,6,5,6,83.33,2025-10-22 14:16:59
20251023111852,49,48,49,97.96,2025-10-23 13:04:06
20251023063119,7,5,5,100.00,2025-10-23 13:04:06
20251023051732,50,48,50,96.00,2025-10-23 13:04:06
20251022225254,25,25,25,100.00,2025-10-23 13:04:06
20251022204004,45,43,45,95.56,2025-10-23 13:04:06
20251023135741,5,5,5,100.00,2025-10-23 15:27:51
20251024231851,1,1,1,100.00,2025-10-25 16:51:13
20251024194337,2,2,2,100.00,2025-10-25 16:51:13
20251024185924,53,53,53,100.00,2025-10-27 09:10:51
20251024172014,46,46,46,100.00,2025-10-25 16:51:13
20251024023736,24,24,24,100.00,2025-10-25 16:51:13
20251024012924,47,40,42,95.24,2025-10-25 16:51:14
20251023221210,4,4,4,100.00,2025-10-25 16:51:14
20251026151815,49,49,49,100.00,2025-10-26 20:16:39
20251026060125,1,1,1,100.00,2025-10-26 20:16:39
20251026030826,49,49,49,100.00,2025-10-26 20:16:39
20251026015136,2,2,2,100.00,2025-10-26 20:16:39
20251026010345,27,27,27,100.00,2025-10-26 20:16:39
20251025212122,54,54,54,100.00,2025-10-27 09:10:45
20251025175733,43,43,43,100.00,2025-10-27 09:10:48
20251027020958,11,11,11,100.00,2025-10-27 09:09:23
20251027010253,52,50,52,100.00,2025-10-27 09:09:23
20251028124705,0,0,0,0.00,2025-10-28 15:32:53
20251028105819,13,13,13,100.00,2025-10-28 15:32:55
20251028095500,51,51,51,100.00,2025-10-28 15:33:00
20251027224758,54,54,54,100.00,2025-10-28 15:33:01
20251027210104,48,48,48,100.00,2025-10-28 15:33:06
20251028171002,8,8,8,100.00,2025-10-28 19:48:38
20251029115807,8,8,8,100.00,2025-10-29 14:42:43
20251029105624,48,48,48,100.00,2025-10-29 14:42:43
20251029051904,0,0,0,0.00,2025-10-29 14:42:43
20251030114317,52,52,52,100.00,2025-10-30 14:57:42
20251031094641,8,8,8,100.00,2025-10-31 10:08:21
20251031014347,15,15,15,100.00,2025-10-31 10:08:22
20251030222022,53,52,52,100.00,2025-10-31 10:08:25
20251030180519,9,8,9,100.00,2025-10-31 10:08:26
20251102042627,48,48,48,100.00,2025-11-02 15:56:22
20251101203213,24,23,24,100.00,2025-11-02 15:56:22
20251101202329,26,26,26,100.00,2025-11-02 15:56:22
20251101104504,50,49,50,100.00,2025-11-02 15:56:22
20251101091728,47,46,47,97.87,2025-11-02 15:56:22
20251101023622,53,53,53,100.00,2025-11-02 15:56:22
20251101011518,49,49,49,100.00,2025-11-02 15:56:22
20251103013446,44,44,44,100.00,2025-11-03 10:09:28
20251102174239,51,51,51,100.00,2025-11-03 10:09:28
20251104101539,20,13,13,100.00,2025-11-04 10:48:55
20251104075112,49,49,49,100.00,2025-11-04 10:48:55
20251104010053,43,42,43,100.00,2025-11-04 10:48:55
20251103222410,41,41,41,100.00,2025-11-04 10:48:55
20251103201652,48,48,48,100.00,2025-11-04 10:48:55
20251103190442,19,19,19,100.00,2025-11-04 10:48:55
20251103185246,19,15,19,100.00,2025-11-04 10:48:55
20251104144826,6,6,6,100.00,2025-11-04 19:44:23
20251105063359,51,51,51,100.00,2025-11-05 14:13:27
20251105051417,52,52,52,100.00,2025-11-05 14:13:31
20251104201742,49,49,49,100.00,2025-11-05 11:34:15
20251105132849,5,5,5,100.00,2025-11-05 14:13:06
20251105131105,38,36,38,94.74,2025-11-05 14:13:06
20251108061107,53,47,53,88.68,2025-11-08 10:16:57
20251108041201,11,10,11,100.00,2025-11-08 10:16:57
20251108000244,40,37,37,100.00,2025-11-08 10:16:57
20251107230211,49,26,49,95.92,2025-11-08 10:16:57
20251107203627,29,29,29,100.00,2025-11-08 10:16:57
20251107200411,46,46,46,100.00,2025-11-08 10:16:57
20251107130932,0,0,0,0.00,2025-11-08 10:16:57
20251107100907,49,49,49,100.00,2025-11-08 10:16:57
20251107072847,44,44,44,100.00,2025-11-08 10:16:57
20251107024853,1,1,1,100.00,2025-11-08 10:16:57
20251107020512,9,9,9,100.00,2025-11-08 10:16:57
20251106102637,44,35,36,97.22,2025-11-08 10:16:57
20251106035101,51,51,51,100.00,2025-11-08 10:16:57
20251105195048,53,53,53,100.00,2025-11-08 10:16:57
20251109170052,14,14,14,100.00,2025-11-09 19:51:33
20251109102019,15,13,15,100.00,2025-11-09 19:51:33
20251109070206,33,30,31,100.00,2025-11-09 19:51:33
20251109054843,52,52,52,100.00,2025-11-09 19:51:33
20251109034653,52,51,52,100.00,2025-11-09 19:51:33
20251109021622,0,0,0,0.00,2025-11-09 19:51:33
20251108195305,10,10,10,100.00,2025-11-09 19:51:33
20251108183130,1,0,1,0.00,2025-11-09 19:51:33
20251108150726,53,52,53,100.00,2025-11-09 19:51:33
20251110132152,10,10,10,100.00,2025-11-10 14:17:33
20251110105717,54,54,54,100.00,2025-11-10 14:17:33
20251110093947,6,6,6,100.00,2025-11-10 14:17:33
20251110064104,47,31,47,97.87,2025-11-10 14:17:33
20251110013328,6,6,6,100.00,2025-11-10 14:17:33
20251109222410,44,44,44,100.00,2025-11-10 14:17:33
20251109201202,50,49,50,100.00,2025-11-10 14:17:33
20251112103139,51,51,51,100.00,2025-11-12 11:03:17
20251112032306,52,48,48,100.00,2025-11-12 11:03:17
20251111210021,4,4,4,100.00,2025-11-12 11:03:17
20251111193917,51,33,51,98.04,2025-11-12 11:03:17
20251111144735,23,21,21,100.00,2025-11-12 11:03:17
20251111133309,1,1,1,100.00,2025-11-12 11:03:17
20251111113126,24,24,24,100.00,2025-11-12 11:03:17
20251111091929,48,48,48,100.00,2025-11-12 11:03:17
20251111074745,49,49,49,100.00,2025-11-12 11:03:17
20251111050310,54,53,54,100.00,2025-11-12 11:03:18
20251111032516,3,2,3,66.67,2025-11-12 11:03:18
20251110205256,23,23,23,100.00,2025-11-12 11:03:18
20251110194149,52,52,52,100.00,2025-11-12 11:03:18
20251112143021,20,20,20,100.00,2025-11-12 16:13:14
20251113053812,27,27,27,100.00,2025-11-13 09:30:00
20251113043101,53,51,52,100.00,2025-11-13 09:30:00
20251117100432,2,2,2,100.00,2025-11-17 10:48:26
20251117073130,49,49,49,100.00,2025-11-17 10:48:26
20251117044856,53,53,53,100.00,2025-11-17 10:48:26
20251116213707,53,50,53,100.00,2025-11-17 10:48:26
20251116201613,3,3,3,100.00,2025-11-17 10:48:26
20251116190623,49,44,49,100.00,2025-11-17 10:48:26
20251116151630,39,37,37,100.00,2025-11-17 10:48:26
20251116100311,27,27,27,100.00,2025-11-17 10:48:27
20251116084059,4,4,4,100.00,2025-11-17 10:48:27
20251116062829,41,41,41,100.00,2025-11-17 10:48:27
20251116041921,25,23,24,95.83,2025-11-17 10:48:27
20251116031803,54,51,54,100.00,2025-11-17 10:48:27
20251115225631,49,49,49,100.00,2025-11-17 10:48:27
20251115202955,48,48,48,100.00,2025-11-17 10:48:27
20251115095441,53,42,53,100.00,2025-11-17 10:48:27
20251115062006,2,2,2,100.00,2025-11-17 10:48:27
20251115025717,17,14,14,100.00,2025-11-17 10:48:27
20251114210537,3,2,3,66.67,2025-11-17 10:48:27
20251114155907,43,43,43,100.00,2025-11-17 10:48:27
20251114145516,52,51,52,100.00,2025-11-17 10:48:27
20251114095846,54,54,54,100.00,2025-11-17 10:48:27
20251114025010,53,53,53,100.00,2025-11-17 10:48:27
20251113204234,14,14,14,100.00,2025-11-17 10:48:27
20251113173127,51,42,51,96.08,2025-11-17 10:48:27
20251117192421,1,1,1,100.00,2025-11-18 15:08:25
20251118005352,53,49,49,100.00,2025-11-18 15:03:18
20251119060934,53,32,53,60.38,2025-11-19 16:25:37
20251119045406,49,49,49,100.00,2025-11-19 16:25:37
20251120125127,49,49,49,100.00,2025-11-20 13:35:54
20251120070509,20,20,20,100.00,2025-11-20 13:35:54
20251120021430,50,48,50,100.00,2025-11-20 13:35:54
20251121143918,50,50,50,100.00,2025-11-21 16:41:49
20251121103102,8,5,8,87.50,2025-11-21 16:41:49
20251124042456,2,2,2,100.00,2025-11-25 16:11:21
20251124011622,0,0,0,0.00,2025-11-24 10:29:50
20251123233409,17,16,16,100.00,2025-11-25 16:11:24
20251123212223,51,47,48,97.92,2025-12-01 12:44:14
20251123163448,2,2,2,100.00,2025-12-02 19:57:37
20251123152517,23,0,23,0.00,2025-11-24 10:29:50
20251123142801,47,47,47,100.00,2025-12-02 19:57:51
20251123125608,50,0,50,0.00,2025-11-24 10:29:50
20251122232846,51,51,51,100.00,2025-12-02 19:57:47
20251122194915,48,0,48,0.00,2025-11-24 10:29:50
20251122184743,41,40,41,97.56,2025-12-02 19:57:44
20251122151906,1,0,1,0.00,2025-11-24 10:29:50
20251122134726,53,0,53,0.00,2025-11-24 10:29:50
20251122094114,2,0,2,0.00,2025-11-24 10:29:50
20251122065719,55,0,51,0.00,2025-11-24 10:29:50
20251122062304,48,0,48,0.00,2025-11-24 10:29:50
20251122011019,7,0,7,0.00,2025-11-24 10:29:50
20251121230407,18,18,18,100.00,2025-12-10 16:21:04
20251121215300,31,0,30,0.00,2025-11-24 10:29:50
20251121214516,17,17,17,100.00,2025-12-10 16:20:45
20251125111147,25,25,25,100.00,2025-11-25 16:11:03
20251125092811,41,28,41,97.56,2025-11-25 16:11:04
20251124171124,48,48,48,100.00,2025-11-25 16:11:04
20251127013807,66,66,66,100.00,2025-12-02 19:57:34
20251126205954,54,54,54,100.00,2025-12-02 16:30:13
20251126123032,0,0,0,0.00,2025-11-27 08:43:50
20251126104752,60,59,60,98.33,2025-11-27 08:43:50
20251126073737,51,51,51,100.00,2025-11-27 08:43:50
20251126063636,50,45,50,100.00,2025-11-27 08:43:50
20251125200545,38,38,38,100.00,2025-11-27 08:43:50
20251128055744,37,0,37,0.00,2025-11-28 08:16:04
20251128041040,49,0,49,0.00,2025-11-28 08:16:05
20251128012301,50,0,50,0.00,2025-11-28 08:16:05
20251127155517,17,0,17,0.00,2025-11-28 08:16:05
20251127143607,52,0,52,0.00,2025-11-28 08:16:05
20251127095236,49,0,49,0.00,2025-11-28 08:16:05
20251201113217,49,49,49,100.00,2025-12-10 16:21:47
20251201103407,48,48,48,100.00,2025-12-10 16:21:33
20251201052156,51,51,51,100.00,2025-12-10 16:21:26
20251201022713,7,7,7,100.00,2025-12-10 16:19:54
20251130213854,47,0,47,0.00,2025-12-01 12:40:55
20251130193258,48,0,48,0.00,2025-12-01 12:40:55
20251130183130,16,0,16,0.00,2025-12-01 12:40:55
20251130182651,34,0,34,0.00,2025-12-01 12:40:55
20251130114153,16,15,15,100.00,2025-12-10 16:20:05
20251130091752,51,0,51,0.00,2025-12-01 12:40:56
20251130041554,52,52,52,100.00,2025-12-10 16:21:18
20251130012350,36,0,35,0.00,2025-12-01 12:40:56
20251129231449,53,0,53,0.00,2025-12-01 12:40:56
20251129105439,48,0,48,0.00,2025-12-01 12:40:56
20251129053811,8,0,8,0.00,2025-12-01 12:40:56
20251129042748,53,0,53,0.00,2025-12-01 12:40:56
20251129022202,26,26,26,100.00,2025-12-10 16:20:14
20251129012148,53,0,53,0.00,2025-12-01 12:40:56
20251128174208,54,0,54,0.00,2025-12-01 12:40:56
20251128113211,48,0,48,0.00,2025-12-01 12:40:57
20251202145944,37,36,37,97.30,2025-12-04 09:16:42
20251202131936,53,52,52,100.00,2025-12-04 09:17:19
20251202062528,6,6,6,100.00,2025-12-04 09:17:27
20251202031153,53,52,53,98.11,2025-12-04 09:17:38
20251202014909,45,45,45,100.00,2025-12-04 09:47:52
20251201212843,43,42,43,97.67,2025-12-10 16:21:53
20251202200453,27,26,26,100.00,2025-12-04 09:16:41
20251204062223,52,52,52,100.00,2025-12-04 09:15:40
20251204023022,13,13,13,100.00,2025-12-04 09:15:41
20251204010013,50,48,50,100.00,2025-12-04 09:15:41
20251203224919,33,33,33,100.00,2025-12-04 09:15:42
20251203215306,53,32,53,98.11,2025-12-04 09:15:42
20251203203802,49,49,49,100.00,2025-12-04 09:15:42
20251203152813,29,29,29,100.00,2025-12-04 09:15:43
20251203142230,53,53,53,100.00,2025-12-04 09:15:43
20251203115026,53,53,53,100.00,2025-12-04 09:15:44
20251203053454,3,3,3,100.00,2025-12-04 09:15:44
20251203034840,14,13,14,100.00,2025-12-04 09:15:44
20251203010340,15,14,14,100.00,2025-12-04 09:15:45
20251202230440,4,1,4,75.00,2025-12-04 09:15:45
20251202223952,52,44,52,98.08,2025-12-04 09:15:45
20251202213706,46,46,46,100.00,2025-12-04 09:15:46
20251204070215,44,0,44,0.00,2025-12-08 15:29:10
20251208154033,50,50,50,100.00,2025-12-09 14:42:26
20251208181029,53,52,53,98.11,2025-12-08 19:22:46
20251208225920,52,50,52,96.15,2025-12-09 09:43:38
20251208203430,5,4,5,100.00,2025-12-09 09:43:39
20251209134644,4,0,4,0.00,2025-12-09 14:36:54
20251209114629,53,0,53,0.00,2025-12-09 14:36:54
20251209160524,49,49,49,100.00,2025-12-09 16:42:29
20251209143441,29,22,26,84.62,2025-12-09 16:42:29
20251210032522,54,54,54,100.00,2025-12-10 09:31:10
20251210013839,12,12,12,100.00,2025-12-10 09:31:10
20251209215131,53,41,53,100.00,2025-12-10 09:31:10
20251210144447,50,50,50,100.00,2025-12-10 15:04:43
20251210133615,50,47,50,100.00,2025-12-10 15:04:43
20251210101752,36,36,36,100.00,2025-12-10 15:04:43
20251211092256,30,30,30,100.00,2025-12-11 16:05:28
20251211091608,20,20,20,100.00,2025-12-11 16:01:32
20251210224221,9,0,9,0.00,2025-12-11 13:58:53
20251210200532,40,40,40,100.00,2025-12-11 13:58:53
20251211140522,3,3,3,100.00,2025-12-11 16:39:39
20251211153318,8,8,8,100.00,2025-12-11 16:39:37
20251212113022,20,0,20,0.00,2025-12-12 11:36:58
20251212094851,53,52,53,100.00,2025-12-12 11:36:58
20251212031908,2,2,2,100.00,2025-12-12 11:36:58
20251212013509,8,3,8,87.50,2025-12-12 11:36:58
20251212011431,54,43,54,100.00,2025-12-12 11:36:58
20251211193246,53,53,53,100.00,2025-12-12 11:36:58
20251211171352,23,23,23,100.00,2025-12-12 11:36:58
20251214110543,49,49,49,100.00,2025-12-14 14:01:45
20251214031312,20,20,20,100.00,2025-12-14 14:01:45
20251214021758,53,43,53,98.11,2025-12-14 14:01:45
20251214011353,53,53,53,100.00,2025-12-14 14:01:45
20251213231751,3,3,3,100.00,2025-12-14 14:01:45
20251213225433,12,11,12,100.00,2025-12-14 14:01:45
20251213192224,52,52,52,100.00,2025-12-14 14:01:45
20251213173556,51,51,51,100.00,2025-12-14 14:01:45
20251213151740,23,20,23,100.00,2025-12-14 14:01:45
20251213114853,52,51,52,100.00,2025-12-14 14:01:45
20251213035314,4,1,4,50.00,2025-12-14 14:01:45
20251212225438,51,51,51,100.00,2025-12-14 14:01:45
20251212213721,7,7,7,100.00,2025-12-14 14:01:45
20251212171737,49,47,49,100.00,2025-12-14 14:01:45
20251215131605,19,19,19,100.00,2025-12-15 14:03:24
20251215121418,50,49,50,98.00,2025-12-15 14:03:25
20251215075616,51,51,51,100.00,2025-12-15 14:03:25
20251215065547,50,37,50,96.00,2025-12-15 14:03:25
20251215021615,11,11,11,100.00,2025-12-15 14:03:25
20251214215918,50,32,50,100.00,2025-12-15 14:03:25
20251214180330,50,50,50,100.00,2025-12-15 14:03:25
20251218092526,54,54,54,100.00,2025-12-18 10:41:08
20251218020355,5,5,5,100.00,2025-12-18 10:41:09
20251217235425,10,10,10,100.00,2025-12-18 10:41:09
20251217225216,55,54,55,100.00,2025-12-18 10:41:09
20251217145019,51,51,51,100.00,2025-12-18 10:41:09
20251217133204,53,45,53,100.00,2025-12-18 10:41:09
20251217110229,36,34,36,97.22,2025-12-18 10:41:09
20251217091423,47,47,47,100.00,2025-12-18 10:41:09
20251217063649,53,39,53,92.45,2025-12-18 10:41:09
20251216224952,54,54,54,100.00,2025-12-18 10:41:09
20251216192043,53,52,53,100.00,2025-12-18 10:41:09
20251216135758,49,49,49,100.00,2025-12-18 10:41:09
20251216011603,47,47,47,100.00,2025-12-18 10:41:09
20251215235240,7,7,7,100.00,2025-12-18 10:41:09
20251215225528,54,31,54,94.44,2025-12-18 10:41:09
20251219110237,52,52,52,100.00,2025-12-19 16:06:57
20251218214005,4,4,4,100.00,2025-12-19 16:06:57
20251218205927,47,46,47,100.00,2025-12-19 16:06:57
20251218185901,47,38,47,100.00,2025-12-19 16:06:57
20251218171155,47,46,47,100.00,2025-12-19 16:06:57
20251221103937,43,43,43,100.00,2025-12-21 13:14:26
20251221100706,54,53,54,98.15,2025-12-21 13:14:26
20251221091850,23,22,23,95.65,2025-12-21 13:14:26
20251221044303,49,49,49,100.00,2025-12-21 13:14:26
20251221011403,54,51,54,100.00,2025-12-21 13:14:26
20251220212338,2,2,2,100.00,2025-12-21 13:14:26
20251220140430,3,3,3,100.00,2025-12-21 13:14:26
20251220131023,24,24,24,100.00,2025-12-21 13:14:26
20251220101715,52,52,52,100.00,2025-12-21 13:14:26
20251220061601,51,51,51,100.00,2025-12-21 13:14:26
20251220012128,47,46,47,100.00,2025-12-21 13:14:26
20251219225856,55,55,55,100.00,2025-12-21 13:14:26
20251219193247,51,51,51,100.00,2025-12-21 13:14:26
20251221175059,54,54,54,100.00,2025-12-21 19:06:40
20251221191513,54,54,54,100.00,2025-12-21 20:26:16
20251222021738,52,52,52,100.00,2025-12-22 13:01:09
20251222014007,47,47,47,100.00,2025-12-22 13:01:09
